Internship_ID,Domain,Student_ID,University,Year_of_Study,Program,Application_Date,Status,Participation,Clicks_on_Internship
564,AI/ML,S1219,NUS,4th Year,M.Sc,2028-05-04,Pending,No,3
172,Blockchain,S1220,Stanford,2nd Year,B.Sc,2028-05-05,Rejected,No,23
803,Web Development,S1221,Stanford,1st Year,B.Tech,2028-05-06,Accepted,No,42
339,Cybersecurity,S1222,Harvard,2nd Year,B.Sc,2028-05-07,Rejected,No,29
370,Data Science,S1223,NUS,4th Year,M.Sc,2028-05-08,Accepted,Yes,30
906,Web Development,S1224,NUS,3rd Year,B.Tech,2028-05-09,Accepted,No,37
910,AI/ML,S1225,MIT,4th Year,B.Tech,2028-05-10,Rejected,Yes,34
740,Cybersecurity,S1226,Stanford,3rd Year,B.Tech,2028-05-11,Pending,Yes,3
703,Embedded Systems,S1227,Berkeley,1st Year,B.Tech,2028-05-12,Pending,No,26
777,IoT,S1228,Berkeley,2nd Year,B.Sc,2028-05-13,Accepted,No,41
923,UI/UX Design,S1229,IIT Bombay,3rd Year,MBA,2028-05-14,Accepted,Yes,48
302,AI/ML,S1230,Stanford,2nd Year,B.Tech,2028-05-15,Accepted,No,50
535,AR/VR,S1231,Berkeley,1st Year,M.Tech,2028-05-16,Accepted,No,28
217,AR/VR,S1232,NUS,2nd Year,B.Tech,2028-05-17,Rejected,Yes,43
657,IoT,S1233,IIT Bombay,3rd Year,B.Sc,2028-05-18,Accepted,No,2
330,IoT,S1234,Stanford,1st Year,B.Tech,2028-05-19,Rejected,No,14
763,AI/ML,S1235,Harvard,1st Year,MBA,2028-05-20,Pending,No,37
252,AI/ML,S1236,MIT,3rd Year,M.Sc,2028-05-21,Rejected,Yes,12
372,Embedded Systems,S1237,IIT Delhi,2nd Year,B.Sc,2028-05-22,Accepted,Yes,2
946,Embedded Systems,S1238,Cambridge,4th Year,B.Tech,2028-05-23,Pending,No,41
245,Blockchain,S1239,MIT,2nd Year,B.Tech,2028-05-24,Pending,No,22
173,AI/ML,S1240,Stanford,3rd Year,B.Tech,2028-05-25,Accepted,Yes,7
161,AI/ML,S1241,Stanford,2nd Year,M.Sc,2028-05-26,Pending,No,19
269,Embedded Systems,S1242,MIT,4th Year,B.Tech,2028-05-27,Accepted,Yes,27
911,Cloud Computing,S1243,Harvard,2nd Year,MBA,2028-05-28,Pending,No,2
414,Embedded Systems,S1244,Oxford,1st Year,B.Sc,2028-05-29,Accepted,No,47
709,Cloud Computing,S1245,NUS,2nd Year,B.Sc,2028-05-30,Rejected,No,30
866,AI/ML,S1246,Stanford,1st Year,B.Tech,2028-05-31,Rejected,No,17
944,Embedded Systems,S1247,NTU,4th Year,M.Sc,2028-06-01,Accepted,No,23
682,Blockchain,S1248,Berkeley,2nd Year,B.Sc,2028-06-02,Accepted,No,44
395,Web Development,S1249,Oxford,1st Year,M.Tech,2028-06-03,Accepted,No,23
549,Data Science,S1250,IIT Bombay,4th Year,M.Sc,2028-06-04,Pending,No,23
227,Data Science,S1251,IIT Bombay,1st Year,M.Sc,2028-06-05,Accepted,No,16
579,Embedded Systems,S1252,IIT Delhi,1st Year,B.Tech,2028-06-06,Accepted,Yes,18
805,Web Development,S1253,IIT Bombay,1st Year,B.Sc,2028-06-07,Accepted,No,29
411,Cybersecurity,S1254,IIT Bombay,2nd Year,B.Sc,2028-06-08,Accepted,No,4
816,Cybersecurity,S1255,Cambridge,1st Year,B.Sc,2028-06-09,Rejected,Yes,21
512,AR/VR,S1256,MIT,3rd Year,B.Sc,2028-06-10,Accepted,No,30
378,Embedded Systems,S1257,IIT Bombay,4th Year,M.Sc,2028-06-11,Pending,Yes,45
612,Cloud Computing,S1258,Stanford,4th Year,M.Sc,2028-06-12,Pending,No,41
652,UI/UX Design,S1259,NUS,2nd Year,B.Tech,2028-06-13,Accepted,No,17
605,Cloud Computing,S1260,MIT,2nd Year,MBA,2028-06-14,Accepted,No,50
548,Blockchain,S1261,NTU,2nd Year,B.Tech,2028-06-15,Accepted,Yes,11
182,Data Science,S1262,Stanford,3rd Year,B.Sc,2028-06-16,Pending,Yes,14
712,UI/UX Design,S1263,NTU,4th Year,M.Sc,2028-06-17,Pending,Yes,36
140,Blockchain,S1264,MIT,4th Year,MBA,2028-06-18,Rejected,Yes,50
542,IoT,S1265,Stanford,2nd Year,M.Sc,2028-06-19,Pending,No,36
852,AR/VR,S1266,Cambridge,2nd Year,M.Tech,2028-06-20,Accepted,Yes,42
430,Cybersecurity,S1267,NUS,1st Year,B.Tech,2028-06-21,Accepted,Yes,21
718,Cybersecurity,S1268,Stanford,2nd Year,B.Tech,2028-06-22,Accepted,Yes,48
356,Cloud Computing,S1269,Oxford,4th Year,B.Tech,2028-06-23,Rejected,No,26
126,Data Science,S1270,Oxford,1st Year,M.Sc,2028-06-24,Pending,Yes,49
193,AI/ML,S1271,NTU,3rd Year,B.Tech,2028-06-25,Rejected,No,23
334,Data Science,S1272,Stanford,3rd Year,M.Sc,2028-06-26,Accepted,No,50
790,Blockchain,S1273,Oxford,4th Year,M.Tech,2028-06-27,Rejected,Yes,12
956,Blockchain,S1274,IIT Delhi,1st Year,M.Sc,2028-06-28,Rejected,Yes,32
981,Blockchain,S1275,IIT Bombay,2nd Year,M.Tech,2028-06-29,Rejected,Yes,6
689,Embedded Systems,S1276,IIT Bombay,2nd Year,M.Sc,2028-06-30,Accepted,No,22
701,IoT,S1277,MIT,1st Year,MBA,2028-07-01,Accepted,Yes,23
121,AI/ML,S1278,IIT Delhi,1st Year,MBA,2028-07-02,Accepted,Yes,40
883,AI/ML,S1279,Harvard,3rd Year,B.Sc,2028-07-03,Pending,No,35
788,Web Development,S1280,NUS,2nd Year,B.Sc,2028-07-04,Pending,Yes,48
941,Data Science,S1281,Berkeley,4th Year,M.Sc,2028-07-05,Rejected,No,15
375,IoT,S1282,Harvard,2nd Year,B.Sc,2028-07-06,Pending,Yes,21
690,Blockchain,S1283,IIT Bombay,3rd Year,M.Tech,2028-07-07,Pending,No,20
141,UI/UX Design,S1284,NUS,1st Year,M.Tech,2028-07-08,Accepted,No,7
881,AR/VR,S1285,Oxford,2nd Year,M.Tech,2028-07-09,Accepted,No,47
874,Data Science,S1286,Harvard,1st Year,B.Tech,2028-07-10,Accepted,Yes,6
279,Embedded Systems,S1287,Oxford,2nd Year,B.Tech,2028-07-11,Accepted,Yes,41
581,AI/ML,S1288,Cambridge,4th Year,M.Tech,2028-07-12,Pending,Yes,26
631,Cybersecurity,S1289,MIT,4th Year,MBA,2028-07-13,Rejected,Yes,21
767,Cybersecurity,S1290,NUS,2nd Year,M.Sc,2028-07-14,Accepted,Yes,40
552,AR/VR,S1291,NUS,2nd Year,B.Sc,2028-07-15,Pending,Yes,32
384,IoT,S1292,Harvard,1st Year,M.Sc,2028-07-16,Rejected,No,41
285,Cloud Computing,S1293,Stanford,1st Year,MBA,2028-07-17,Accepted,No,12
699,AI/ML,S1294,MIT,3rd Year,MBA,2028-07-18,Accepted,Yes,49
546,Data Science,S1295,MIT,3rd Year,M.Sc,2028-07-19,Accepted,Yes,25
750,Cloud Computing,S1296,NTU,2nd Year,M.Sc,2028-07-20,Accepted,No,13
933,Embedded Systems,S1297,NTU,4th Year,M.Tech,2028-07-21,Accepted,No,17
603,AR/VR,S1298,IIT Bombay,3rd Year,M.Tech,2028-07-22,Rejected,Yes,46
193,AI/ML,S1299,NUS,3rd Year,B.Sc,2028-07-23,Rejected,Yes,32
581,Web Development,S1300,NUS,4th Year,MBA,2028-07-24,Accepted,Yes,23
456,UI/UX Design,S1301,Stanford,1st Year,M.Sc,2028-07-25,Rejected,Yes,22
518,AI/ML,S1302,Oxford,1st Year,MBA,2028-07-26,Pending,No,29
441,Cybersecurity,S1303,Berkeley,1st Year,MBA,2028-07-27,Rejected,Yes,24
428,AR/VR,S1304,Cambridge,2nd Year,MBA,2028-07-28,Accepted,No,49
786,Web Development,S1305,Berkeley,2nd Year,B.Tech,2028-07-29,Pending,No,11
207,Blockchain,S1306,IIT Bombay,1st Year,M.Sc,2028-07-30,Rejected,Yes,11
978,Data Science,S1307,NUS,4th Year,M.Sc,2028-07-31,Pending,No,21
264,Cloud Computing,S1308,Harvard,1st Year,M.Tech,2028-08-01,Pending,Yes,2
437,Web Development,S1309,Harvard,1st Year,B.Tech,2028-08-02,Accepted,Yes,8
521,AR/VR,S1310,Harvard,2nd Year,M.Tech,2028-08-03,Rejected,Yes,13
810,Cybersecurity,S1311,Berkeley,4th Year,M.Sc,2028-08-04,Accepted,No,38
607,AR/VR,S1312,NTU,3rd Year,M.Sc,2028-08-05,Accepted,Yes,20
395,Blockchain,S1313,Oxford,4th Year,B.Tech,2028-08-06,Accepted,Yes,33
778,Embedded Systems,S1314,Berkeley,2nd Year,B.Sc,2028-08-07,Accepted,Yes,45
510,UI/UX Design,S1315,Stanford,3rd Year,MBA,2028-08-08,Rejected,Yes,42
933,Blockchain,S1316,Harvard,2nd Year,M.Tech,2028-08-09,Rejected,No,36
878,Web Development,S1317,NTU,1st Year,M.Tech,2028-08-10,Accepted,Yes,19
663,Data Science,S1318,MIT,3rd Year,M.Tech,2028-08-11,Pending,No,49
137,Embedded Systems,S1319,NUS,2nd Year,B.Tech,2028-08-12,Rejected,No,36
565,UI/UX Design,S1320,IIT Delhi,1st Year,MBA,2028-08-13,Accepted,No,35
190,AI/ML,S1321,NUS,2nd Year,M.Tech,2028-08-14,Rejected,Yes,12
422,Data Science,S1322,Stanford,4th Year,B.Sc,2028-08-15,Accepted,No,26
358,Blockchain,S1323,Oxford,2nd Year,B.Sc,2028-08-16,Accepted,No,40
431,Cybersecurity,S1324,Stanford,4th Year,M.Sc,2028-08-17,Pending,No,45
218,Data Science,S1325,Oxford,2nd Year,MBA,2028-08-18,Accepted,Yes,5
891,UI/UX Design,S1326,Stanford,1st Year,M.Sc,2028-08-19,Accepted,Yes,13
513,AR/VR,S1327,Berkeley,4th Year,M.Sc,2028-08-20,Rejected,No,6
985,AR/VR,S1328,NTU,4th Year,MBA,2028-08-21,Pending,No,6
626,AR/VR,S1329,IIT Delhi,1st Year,M.Sc,2028-08-22,Rejected,No,46
944,Blockchain,S1330,Cambridge,4th Year,MBA,2028-08-23,Pending,No,39
101,UI/UX Design,S1331,Cambridge,2nd Year,B.Sc,2028-08-24,Accepted,No,43
773,AI/ML,S1332,Harvard,2nd Year,MBA,2028-08-25,Pending,Yes,26
990,Cloud Computing,S1333,Berkeley,4th Year,M.Tech,2028-08-26,Rejected,Yes,17
655,IoT,S1334,Stanford,2nd Year,B.Tech,2028-08-27,Accepted,No,10
573,IoT,S1335,Oxford,4th Year,B.Sc,2028-08-28,Pending,No,46
523,Cybersecurity,S1336,NTU,3rd Year,B.Tech,2028-08-29,Pending,No,22
155,UI/UX Design,S1337,Stanford,2nd Year,B.Sc,2028-08-30,Rejected,No,35
292,Embedded Systems,S1338,Berkeley,4th Year,M.Tech,2028-08-31,Pending,Yes,23
630,Blockchain,S1339,Cambridge,2nd Year,B.Tech,2028-09-01,Rejected,No,26
470,Blockchain,S1340,IIT Delhi,3rd Year,M.Tech,2028-09-02,Rejected,Yes,9
737,Web Development,S1341,IIT Delhi,3rd Year,M.Tech,2028-09-03,Accepted,No,25
874,AR/VR,S1342,Cambridge,2nd Year,B.Sc,2028-09-04,Rejected,No,7
610,Blockchain,S1343,NTU,3rd Year,M.Sc,2028-09-05,Rejected,No,48
740,Data Science,S1344,Oxford,2nd Year,M.Tech,2028-09-06,Pending,Yes,19
552,AR/VR,S1345,NTU,1st Year,M.Tech,2028-09-07,Rejected,No,40
878,Cloud Computing,S1346,Harvard,1st Year,B.Sc,2028-09-08,Rejected,Yes,37
152,Cybersecurity,S1347,NTU,3rd Year,MBA,2028-09-09,Pending,Yes,6
308,Data Science,S1348,NTU,2nd Year,B.Sc,2028-09-10,Accepted,No,21
373,Data Science,S1349,Cambridge,1st Year,M.Tech,2028-09-11,Accepted,Yes,15
662,Cloud Computing,S1350,Cambridge,4th Year,B.Sc,2028-09-12,Accepted,No,29
234,Web Development,S1351,IIT Bombay,4th Year,M.Tech,2028-09-13,Pending,No,3
394,Blockchain,S1352,Harvard,4th Year,B.Tech,2028-09-14,Accepted,No,16
548,Web Development,S1353,MIT,2nd Year,MBA,2028-09-15,Rejected,Yes,36
815,Blockchain,S1354,Cambridge,3rd Year,B.Tech,2028-09-16,Accepted,No,10
596,UI/UX Design,S1355,Berkeley,2nd Year,B.Tech,2028-09-17,Rejected,No,43
224,UI/UX Design,S1356,Berkeley,3rd Year,MBA,2028-09-18,Rejected,Yes,18
129,Data Science,S1357,IIT Bombay,2nd Year,B.Tech,2028-09-19,Pending,Yes,2
745,Data Science,S1358,Oxford,2nd Year,M.Sc,2028-09-20,Rejected,Yes,32
723,AI/ML,S1359,Cambridge,2nd Year,B.Tech,2028-09-21,Accepted,Yes,15
918,Cloud Computing,S1360,Harvard,1st Year,M.Tech,2028-09-22,Accepted,Yes,45
345,IoT,S1361,Cambridge,4th Year,MBA,2028-09-23,Pending,No,15
826,UI/UX Design,S1362,IIT Delhi,4th Year,B.Sc,2028-09-24,Rejected,Yes,16
262,Cloud Computing,S1363,IIT Delhi,2nd Year,M.Tech,2028-09-25,Pending,Yes,15
418,Data Science,S1364,IIT Delhi,4th Year,M.Sc,2028-09-26,Rejected,Yes,29
664,Web Development,S1365,Cambridge,4th Year,MBA,2028-09-27,Accepted,No,42
114,Data Science,S1366,Oxford,3rd Year,B.Tech,2028-09-28,Accepted,No,14
665,Web Development,S1367,IIT Delhi,1st Year,B.Tech,2028-09-29,Rejected,Yes,10
517,Blockchain,S1368,NUS,4th Year,M.Tech,2028-09-30,Accepted,Yes,1
195,IoT,S1369,Stanford,2nd Year,M.Tech,2028-10-01,Accepted,No,19
330,Embedded Systems,S1370,Harvard,2nd Year,MBA,2028-10-02,Rejected,No,16
961,Embedded Systems,S1371,NTU,3rd Year,M.Tech,2028-10-03,Rejected,No,2
216,Embedded Systems,S1372,Stanford,4th Year,M.Tech,2028-10-04,Rejected,No,40
572,Blockchain,S1373,Oxford,2nd Year,MBA,2028-10-05,Rejected,No,31
220,Data Science,S1374,Harvard,2nd Year,M.Tech,2028-10-06,Rejected,Yes,29
763,AI/ML,S1375,NUS,1st Year,MBA,2028-10-07,Rejected,Yes,27
952,Data Science,S1376,Berkeley,4th Year,M.Sc,2028-10-08,Pending,No,36
257,UI/UX Design,S1377,Oxford,1st Year,M.Tech,2028-10-09,Rejected,No,36
610,Embedded Systems,S1378,Stanford,1st Year,M.Tech,2028-10-10,Pending,Yes,37
833,Data Science,S1379,Stanford,4th Year,M.Tech,2028-10-11,Pending,No,13
398,AR/VR,S1380,MIT,1st Year,B.Tech,2028-10-12,Rejected,Yes,27
621,AR/VR,S1381,NUS,4th Year,M.Tech,2028-10-13,Accepted,No,12
822,UI/UX Design,S1382,MIT,4th Year,MBA,2028-10-14,Pending,No,34
379,Blockchain,S1383,NTU,4th Year,B.Tech,2028-10-15,Accepted,No,38
525,AI/ML,S1384,NTU,1st Year,B.Tech,2028-10-16,Rejected,Yes,26
954,Cloud Computing,S1385,IIT Bombay,4th Year,M.Tech,2028-10-17,Rejected,No,41
594,Blockchain,S1386,NTU,4th Year,B.Sc,2028-10-18,Pending,No,37
583,Blockchain,S1387,Berkeley,2nd Year,B.Tech,2028-10-19,Rejected,No,25
349,Data Science,S1388,MIT,1st Year,MBA,2028-10-20,Pending,Yes,48
567,Embedded Systems,S1389,NUS,1st Year,M.Tech,2028-10-21,Pending,Yes,17
664,Cybersecurity,S1390,Oxford,4th Year,MBA,2028-10-22,Rejected,No,46
248,AR/VR,S1391,NUS,2nd Year,B.Sc,2028-10-23,Pending,Yes,24
492,Embedded Systems,S1392,NUS,2nd Year,M.Tech,2028-10-24,Pending,No,17
295,Web Development,S1393,IIT Delhi,3rd Year,MBA,2028-10-25,Accepted,Yes,28
713,Blockchain,S1394,Harvard,3rd Year,MBA,2028-10-26,Rejected,Yes,24
620,Web Development,S1395,Cambridge,2nd Year,M.Tech,2028-10-27,Accepted,Yes,24
864,Web Development,S1396,IIT Bombay,1st Year,M.Sc,2028-10-28,Pending,Yes,16
239,Cloud Computing,S1397,Berkeley,1st Year,M.Sc,2028-10-29,Pending,Yes,21
984,Cloud Computing,S1398,NTU,4th Year,B.Sc,2028-10-30,Rejected,Yes,35
171,Cloud Computing,S1399,Oxford,3rd Year,B.Tech,2028-10-31,Pending,No,23
382,IoT,S1400,Harvard,2nd Year,B.Tech,2028-11-01,Pending,Yes,5
891,Web Development,S1401,IIT Delhi,4th Year,M.Tech,2028-11-02,Pending,Yes,45
908,Data Science,S1402,NUS,1st Year,M.Tech,2028-11-03,Pending,No,9
974,Web Development,S1403,NUS,4th Year,M.Tech,2028-11-04,Accepted,No,21
524,Blockchain,S1404,Stanford,4th Year,M.Tech,2028-11-05,Pending,Yes,45
448,Cloud Computing,S1405,IIT Bombay,2nd Year,M.Sc,2028-11-06,Accepted,No,16
906,Blockchain,S1406,Cambridge,4th Year,B.Sc,2028-11-07,Accepted,Yes,35
619,Cloud Computing,S1407,NUS,2nd Year,MBA,2028-11-08,Rejected,No,38
373,IoT,S1408,MIT,3rd Year,MBA,2028-11-09,Accepted,No,9
940,Data Science,S1409,Berkeley,4th Year,M.Sc,2028-11-10,Accepted,Yes,7
102,UI/UX Design,S1410,NTU,1st Year,B.Sc,2028-11-11,Accepted,No,33
389,Cloud Computing,S1411,Harvard,1st Year,M.Tech,2028-11-12,Rejected,Yes,46
843,Cybersecurity,S1412,NUS,4th Year,B.Tech,2028-11-13,Pending,No,31
405,IoT,S1413,Harvard,3rd Year,M.Sc,2028-11-14,Rejected,No,35
957,AR/VR,S1414,IIT Delhi,1st Year,M.Sc,2028-11-15,Accepted,No,21
701,AR/VR,S1415,Harvard,3rd Year,M.Tech,2028-11-16,Accepted,No,7
693,Cybersecurity,S1416,Harvard,4th Year,M.Sc,2028-11-17,Accepted,No,39
775,IoT,S1417,NTU,3rd Year,MBA,2028-11-18,Rejected,Yes,15
601,Data Science,S1418,NTU,2nd Year,M.Tech,2028-11-19,Rejected,Yes,47
986,Web Development,S1419,Harvard,1st Year,MBA,2028-11-20,Accepted,No,23
252,Cloud Computing,S1420,IIT Delhi,3rd Year,M.Tech,2028-11-21,Rejected,Yes,46
557,AI/ML,S1421,Cambridge,1st Year,B.Tech,2028-11-22,Rejected,No,45
651,Blockchain,S1422,MIT,3rd Year,MBA,2028-11-23,Accepted,No,42
595,UI/UX Design,S1423,Berkeley,1st Year,M.Tech,2028-11-24,Pending,No,36
453,AR/VR,S1424,IIT Delhi,1st Year,M.Sc,2028-11-25,Rejected,No,15
440,Blockchain,S1425,Berkeley,4th Year,M.Sc,2028-11-26,Accepted,Yes,30
665,UI/UX Design,S1426,Stanford,3rd Year,B.Sc,2028-11-27,Accepted,No,18
881,IoT,S1427,Oxford,4th Year,M.Tech,2028-11-28,Accepted,Yes,37
656,UI/UX Design,S1428,Cambridge,1st Year,B.Tech,2028-11-29,Accepted,Yes,4
486,Blockchain,S1429,Berkeley,3rd Year,B.Sc,2028-11-30,Pending,No,30
566,AR/VR,S1430,MIT,3rd Year,M.Sc,2028-12-01,Accepted,Yes,40
429,Web Development,S1431,Berkeley,2nd Year,B.Tech,2028-12-02,Accepted,No,29
990,Cloud Computing,S1432,NUS,1st Year,M.Tech,2028-12-03,Pending,No,32
293,UI/UX Design,S1433,Cambridge,2nd Year,M.Sc,2028-12-04,Pending,Yes,38
814,AR/VR,S1434,IIT Bombay,2nd Year,B.Sc,2028-12-05,Accepted,Yes,28
344,Cybersecurity,S1435,IIT Delhi,3rd Year,M.Sc,2028-12-06,Rejected,No,5
685,IoT,S1436,IIT Delhi,2nd Year,MBA,2028-12-07,Pending,Yes,11
492,UI/UX Design,S1437,MIT,1st Year,B.Sc,2028-12-08,Accepted,Yes,2
339,Web Development,S1438,MIT,4th Year,M.Sc,2028-12-09,Pending,No,36
976,Blockchain,S1439,Cambridge,2nd Year,B.Sc,2028-12-10,Rejected,Yes,29
894,UI/UX Design,S1440,Stanford,2nd Year,M.Tech,2028-12-11,Rejected,Yes,36
520,Cloud Computing,S1441,NUS,3rd Year,MBA,2028-12-12,Accepted,Yes,42
144,IoT,S1442,Oxford,3rd Year,MBA,2028-12-13,Pending,No,4
425,AR/VR,S1443,Oxford,3rd Year,M.Sc,2028-12-14,Accepted,No,23
862,Cybersecurity,S1444,NTU,4th Year,B.Sc,2028-12-15,Pending,Yes,31
584,UI/UX Design,S1445,NUS,3rd Year,B.Sc,2028-12-16,Pending,Yes,46
822,Blockchain,S1446,NTU,1st Year,B.Sc,2028-12-17,Accepted,No,10
930,Cloud Computing,S1447,Harvard,1st Year,MBA,2028-12-18,Rejected,Yes,5
490,Blockchain,S1448,IIT Bombay,3rd Year,M.Sc,2028-12-19,Pending,Yes,44
495,UI/UX Design,S1449,IIT Bombay,3rd Year,B.Sc,2028-12-20,Accepted,No,23
779,Data Science,S1450,Cambridge,4th Year,M.Sc,2028-12-21,Accepted,Yes,5
911,AR/VR,S1451,NTU,4th Year,B.Tech,2028-12-22,Accepted,No,47
940,Cybersecurity,S1452,Stanford,1st Year,M.Tech,2028-12-23,Rejected,Yes,18
767,AR/VR,S1453,NUS,4th Year,M.Tech,2028-12-24,Accepted,Yes,37
255,Embedded Systems,S1454,Oxford,3rd Year,M.Tech,2028-12-25,Accepted,No,17
607,Web Development,S1455,IIT Bombay,4th Year,B.Sc,2028-12-26,Accepted,No,47
137,Embedded Systems,S1456,Berkeley,3rd Year,M.Tech,2028-12-27,Accepted,No,2
229,AI/ML,S1457,NUS,1st Year,B.Sc,2028-12-28,Accepted,No,46
614,IoT,S1458,IIT Bombay,2nd Year,M.Tech,2028-12-29,Pending,No,39
704,Cybersecurity,S1459,Cambridge,4th Year,MBA,2028-12-30,Rejected,No,32
439,IoT,S1460,Cambridge,1st Year,B.Sc,2028-12-31,Accepted,No,28
990,Cloud Computing,S1461,IIT Delhi,1st Year,B.Sc,2029-01-01,Accepted,Yes,46
202,Data Science,S1462,IIT Delhi,4th Year,M.Sc,2029-01-02,Rejected,Yes,49
995,Blockchain,S1463,NTU,2nd Year,M.Tech,2029-01-03,Pending,Yes,9
965,IoT,S1464,MIT,3rd Year,MBA,2029-01-04,Accepted,Yes,26
550,Web Development,S1465,NUS,1st Year,MBA,2029-01-05,Pending,Yes,14
202,Cloud Computing,S1466,Harvard,1st Year,M.Sc,2029-01-06,Pending,No,43
638,Cybersecurity,S1467,IIT Delhi,2nd Year,B.Tech,2029-01-07,Pending,Yes,29
567,Cloud Computing,S1468,Harvard,3rd Year,M.Tech,2029-01-08,Rejected,No,20
115,Web Development,S1469,Berkeley,1st Year,B.Tech,2029-01-09,Rejected,Yes,35
839,Blockchain,S1470,Stanford,2nd Year,MBA,2029-01-10,Rejected,Yes,45
247,Blockchain,S1471,NUS,4th Year,B.Sc,2029-01-11,Pending,No,44
519,Data Science,S1472,Oxford,2nd Year,M.Sc,2029-01-12,Rejected,No,20
991,IoT,S1473,Berkeley,2nd Year,MBA,2029-01-13,Rejected,No,22
770,AR/VR,S1474,Harvard,1st Year,M.Tech,2029-01-14,Pending,No,15
258,IoT,S1475,Harvard,3rd Year,M.Sc,2029-01-15,Pending,Yes,37
176,AR/VR,S1476,Harvard,4th Year,B.Tech,2029-01-16,Accepted,Yes,33
580,Blockchain,S1477,Cambridge,2nd Year,B.Sc,2029-01-17,Rejected,Yes,27
900,Embedded Systems,S1478,NTU,4th Year,M.Sc,2029-01-18,Accepted,Yes,10
371,Embedded Systems,S1479,Stanford,3rd Year,M.Sc,2029-01-19,Accepted,Yes,50
446,Blockchain,S1480,Berkeley,4th Year,MBA,2029-01-20,Accepted,Yes,35
738,Embedded Systems,S1481,IIT Bombay,4th Year,B.Sc,2029-01-21,Pending,Yes,44
809,AI/ML,S1482,Cambridge,1st Year,B.Sc,2029-01-22,Accepted,Yes,38
507,UI/UX Design,S1483,Stanford,3rd Year,B.Sc,2029-01-23,Pending,Yes,21
765,Embedded Systems,S1484,IIT Delhi,2nd Year,B.Sc,2029-01-24,Accepted,No,1
182,AR/VR,S1485,IIT Delhi,1st Year,B.Sc,2029-01-25,Pending,Yes,40
972,Data Science,S1486,IIT Delhi,1st Year,MBA,2029-01-26,Accepted,No,4
436,Data Science,S1487,Berkeley,2nd Year,B.Sc,2029-01-27,Accepted,Yes,46
972,Cybersecurity,S1488,NTU,3rd Year,MBA,2029-01-28,Rejected,Yes,49
790,UI/UX Design,S1489,Harvard,4th Year,MBA,2029-01-29,Rejected,Yes,23
979,Web Development,S1490,IIT Bombay,3rd Year,B.Sc,2029-01-30,Pending,No,38
646,AR/VR,S1491,MIT,3rd Year,B.Tech,2029-01-31,Rejected,No,8
489,AI/ML,S1492,Berkeley,4th Year,M.Tech,2029-02-01,Pending,No,50
424,AR/VR,S1493,MIT,4th Year,B.Sc,2029-02-02,Pending,No,5
741,Blockchain,S1494,Harvard,4th Year,M.Tech,2029-02-03,Rejected,No,40
835,UI/UX Design,S1495,NTU,3rd Year,MBA,2029-02-04,Pending,Yes,5
877,Blockchain,S1496,NTU,2nd Year,B.Tech,2029-02-05,Pending,Yes,34
599,Data Science,S1497,Harvard,3rd Year,MBA,2029-02-06,Rejected,No,27
993,AI/ML,S1498,Harvard,2nd Year,B.Tech,2029-02-07,Pending,No,47
654,Data Science,S1499,NUS,3rd Year,MBA,2029-02-08,Accepted,No,11
136,Cloud Computing,S1500,MIT,2nd Year,M.Sc,2029-02-09,Rejected,No,47
732,Cybersecurity,S1501,NTU,4th Year,M.Sc,2029-02-10,Accepted,No,13
170,Embedded Systems,S1502,Harvard,3rd Year,M.Sc,2029-02-11,Rejected,No,16
340,Embedded Systems,S1503,MIT,3rd Year,B.Tech,2029-02-12,Accepted,No,39
746,Embedded Systems,S1504,Harvard,1st Year,MBA,2029-02-13,Pending,Yes,50
800,AR/VR,S1505,Oxford,2nd Year,M.Tech,2029-02-14,Rejected,Yes,49
394,AR/VR,S1506,Harvard,3rd Year,B.Tech,2029-02-15,Accepted,Yes,12
332,Cybersecurity,S1507,NUS,3rd Year,B.Tech,2029-02-16,Pending,No,12
864,IoT,S1508,IIT Bombay,4th Year,B.Tech,2029-02-17,Accepted,Yes,2
192,UI/UX Design,S1509,NTU,2nd Year,MBA,2029-02-18,Rejected,No,42
544,Blockchain,S1510,NTU,2nd Year,B.Tech,2029-02-19,Pending,No,32
200,IoT,S1511,MIT,3rd Year,M.Sc,2029-02-20,Accepted,No,47
878,AR/VR,S1512,Oxford,2nd Year,M.Tech,2029-02-21,Accepted,No,8
748,Embedded Systems,S1513,Stanford,2nd Year,MBA,2029-02-22,Rejected,Yes,22
820,Web Development,S1514,Berkeley,2nd Year,M.Tech,2029-02-23,Accepted,No,6
993,UI/UX Design,S1515,IIT Delhi,2nd Year,MBA,2029-02-24,Pending,No,7
202,AI/ML,S1516,NTU,2nd Year,MBA,2029-02-25,Pending,Yes,26
554,IoT,S1517,IIT Delhi,1st Year,MBA,2029-02-26,Pending,Yes,37
270,Data Science,S1518,IIT Delhi,1st Year,MBA,2029-02-27,Accepted,No,45
810,Cloud Computing,S1519,Harvard,3rd Year,M.Tech,2029-02-28,Pending,No,44
406,Blockchain,S1520,Berkeley,2nd Year,M.Sc,2029-03-01,Rejected,No,25
129,Data Science,S1521,IIT Bombay,4th Year,M.Tech,2029-03-02,Rejected,No,27
147,Data Science,S1522,NTU,3rd Year,M.Sc,2029-03-03,Rejected,Yes,25
432,Web Development,S1523,Harvard,3rd Year,MBA,2029-03-04,Pending,Yes,45
915,UI/UX Design,S1524,NTU,2nd Year,B.Tech,2029-03-05,Pending,No,31
